"business_id","score","date","type"
268,"96","20140829","routine"
268,"98","20140224","routine"
272,"78","20160517","routine"
272,"72","20141203","routine"
272,"86","20140422","routine"
273,"78","20160920","routine"
273,"80","20150519","routine"
273,"71","20140813","routine"
275,"96","20161031","routine"
275,"96","20151020","routine"
275,"94","20141006","routine"
275,"96","20140328","routine"
276,"100","20151103","routine"
276,"98","20140806","routine"
279,"98","20160518","routine"
279,"94","20151020","routine"
279,"100","20140909","routine"
279,"98","20140107","routine"
281,"96","20160606","routine"
281,"96","20140905","routine"
283,"73","20151001","routine"
286,"82","20161102","routine"
286,"72","20160607","routine"
286,"90","20140327","routine"
290,"89","20160615","routine"
290,"80","20141210","routine"
290,"96","20140409","routine"
298,"88","20161013","routine"
298,"87","20160408","routine"
298,"80","20150828","routine"
298,"94","20140919","routine"
298,"96","20140121","routine"
299,"96","20160705","routine"
299,"96","20150309","routine"
299,"92","20140306","routine"
300,"68","20160413","routine"
300,"96","20141126","routine"
300,"96","20140507","routine"
302,"89","20160902","routine"
302,"69","20150408","routine"
302,"94","20140304","routine"
305,"87","20160518","routine"
305,"85","20141204","routine"
305,"88","20140321","routine"
315,"92","20161110","routine"
315,"94","20150929","routine"
315,"89","20150518","routine"
315,"88","20140310","routine"
318,"94","20151113","routine"
318,"94","20141107","routine"
318,"94","20140205","routine"
320,"68","20160920","routine"
320,"84","20150429","routine"
320,"85","20140611","routine"
323,"94","20161108","routine"
323,"100","20160112","routine"
323,"100","20140114","routine"
326,"82","20160818","routine"
326,"88","20140522","routine"
328,"81","20161122","routine"
328,"90","20160105","routine"
328,"94","20140305","routine"
335,"79","20160217","routine"
335,"76","20150401","routine"
335,"79","20140306","routine"
337,"90","20160520","routine"
337,"94","20140402","routine"
379,"74","20160610","routine"
379,"100","20141202","routine"
379,"89","20140317","routine"
383,"100","20160520","routine"
383,"100","20150223","routine"
383,"88","20140822","routine"
384,"88","20140506","routine"
385,"83","20160708","routine"
385,"90","20150410","routine"
385,"90","20140306","routine"
386,"82","20160429","routine"
386,"90","20160127","routine"
386,"83","20141024","routine"
386,"90","20140424","routine"
389,"100","20141217","routine"
393,"84","20160722","routine"
393,"90","20150707","routine"
393,"94","20140625","routine"
394,"96","20160719","routine"
394,"100","20140625","routine"
394,"100","20140124","routine"
395,"96","20160719","routine"
395,"100","20140625","routine"
395,"98","20140123","routine"
397,"94","20160909","routine"
397,"96","20140624","routine"
397,"100","20140124","routine"
400,"100","20160608","routine"
400,"94","20140613","routine"
403,"81","20160701","routine"
403,"81","20150723","routine"
403,"85","20140530","routine"
409,"98","20150414","routine"
413,"78","20160830","routine"
413,"87","20140627","routine"
415,"87","20150903","routine"
415,"87","20140729","routine"
415,"83","20140124","routine"
420,"78","20160504","routine"
420,"72","20150108","routine"
420,"86","20140520","routine"
421,"89","20160520","routine"
421,"79","20141021","routine"
422,"94","20160927","routine"
422,"92","20150918","routine"
422,"86","20140626","routine"
423,"85","20160901","routine"
423,"85","20141209","routine"
423,"88","20140716","routine"
424,"81","20150505","routine"
424,"94","20140410","routine"
428,"96","20160707","routine"
428,"100","20150427","routine"
428,"100","20140826","routine"
428,"100","20140306","routine"
429,"87","20160602","routine"
429,"82","20150223","routine"
429,"92","20140521","routine"
430,"82","20160520","routine"
430,"86","20150114","routine"
430,"91","20140522","routine"
431,"92","20160525","routine"
431,"91","20141119","routine"
435,"92","20161212","routine"
435,"92","20151028","routine"
435,"96","20140827","routine"
435,"94","20140108","routine"
436,"87","20161028","routine"
436,"79","20160608","routine"
436,"81","20141021","routine"
438,"90","20160321","routine"
438,"89","20150421","routine"
438,"88","20140402","routine"
442,"86","20160308","routine"
442,"83","20141022","routine"
442,"92","20140313","routine"
443,"92","20160316","routine"
443,"89","20140915","routine"
443,"90","20140210","routine"
447,"96","20160908","routine"
447,"87","20150723","routine"
447,"85","20140604","routine"
448,"84","20151021","routine"
448,"85","20140818","routine"
448,"84","20140108","routine"
462,"94","20160520","routine"
462,"98","20140915","routine"
463,"88","20160706","routine"
463,"85","20150217","routine"
463,"88","20140627","routine"
468,"79","20161017","routine"
468,"74","20160511","routine"
468,"82","20141107","routine"
468,"84","20140506","routine"
470,"87","20160920","routine"
470,"94","20150219","routine"
470,"94","20140204","routine"
473,"94","20160927","routine"
473,"87","20150720","routine"
473,"92","20140827","routine"
473,"82","20140204","routine"
475,"90","20161102","routine"
475,"90","20151006","routine"
475,"94","20140811","routine"
475,"92","20140205","routine"
477,"88","20160406","routine"
477,"88","20150302","routine"
477,"83","20140604","routine"
479,"87","20160729","routine"
479,"82","20141003","routine"
480,"86","20160427","routine"
480,"72","20140806","routine"
483,"96","20160505","routine"
483,"75","20140916","routine"
484,"91","20160711","routine"
484,"86","20140822","routine"
485,"96","20161207","routine"
485,"98","20150923","routine"
485,"90","20140911","routine"
485,"90","20140205","routine"
486,"93","20160805","routine"
486,"90","20150213","routine"
488,"89","20160525","routine"
488,"81","20140916","routine"
489,"79","20160721","routine"
489,"69","20160308","routine"
489,"72","20150728","routine"
489,"77","20150112","routine"
489,"83","20140617","routine"
494,"74","20160512","routine"
494,"67","20141118","routine"
496,"91","20160412","routine"
496,"90","20150107","routine"
496,"84","20140508","routine"
500,"89","20161128","routine"
500,"86","20150930","routine"
500,"81","20140811","routine"
500,"77","20140327","routine"
502,"98","20161206","routine"
502,"100","20150327","routine"
502,"92","20140421","routine"
505,"90","20160607","routine"
505,"96","20150623","routine"
505,"78","20141024","routine"
505,"94","20140604","routine"
507,"90","20161128","routine"
507,"80","20160324","routine"
507,"98","20150223","routine"
507,"94","20140825","routine"
507,"96","20140207","routine"
509,"90","20160829","routine"
509,"79","20160222","routine"
509,"57","20141229","routine"
509,"92","20140514","routine"
510,"87","20161109","routine"
510,"88","20160523","routine"
510,"90","20141103","routine"
510,"92","20140505","routine"
519,"85","20160809","routine"
519,"100","20150122","routine"
519,"98","20140609","routine"
520,"98","20160520","routine"
520,"90","20140611","routine"
521,"68","20160914","routine"
521,"90","20150203","routine"
521,"94","20140724","routine"
521,"89","20140129","routine"
522,"94","20160706","routine"
522,"93","20151124","routine"
522,"96","20150630","routine"
522,"100","20141212","routine"
522,"100","20140530","routine"
527,"84","20161005","routine"
527,"88","20151005","routine"
527,"81","20140926","routine"
527,"88","20140604","routine"
527,"94","20140109","routine"
529,"90","20160614","routine"
529,"90","20141009","routine"
529,"86","20140721","routine"
529,"92","20140114","routine"
538,"86","20160928","routine"
538,"85","20160411","routine"
538,"96","20140714","routine"
538,"92","20140224","routine"
539,"96","20161031","routine"
539,"96","20160419","routine"
539,"92","20150511","routine"
539,"98","20140319","routine"
542,"86","20161006","routine"
542,"83","20160224","routine"
542,"92","20140610","routine"
544,"78","20160608","routine"
544,"87","20140805","routine"
544,"92","20140226","routine"
547,"98","20160412","routine"
547,"98","20150813","routine"
547,"96","20141210","routine"
547,"100","20140424","routine"
551,"81","20161107","routine"
551,"85","20160321","routine"
551,"96","20140610","routine"
552,"87","20160516","routine"
552,"83","20140805","routine"
552,"87","20140210","routine"
557,"85","20160629","routine"
557,"90","20150507","routine"
558,"92","20160229","routine"
558,"96","20150224","routine"
558,"96","20140211","routine"
562,"98","20160810","routine"
562,"100","20140402","routine"
567,"91","20141219","routine"
573,"94","20141023","routine"
580,"92","20160829","routine"
580,"91","20160311","routine"
580,"93","20150820","routine"
580,"96","20140811","routine"
580,"96","20140129","routine"
587,"96","20160608","routine"
587,"90","20140626","routine"
588,"83","20160615","routine"
588,"78","20151117","routine"
588,"90","20140812","routine"
588,"85","20140310","routine"
589,"85","20161128","routine"
589,"80","20160503","routine"
589,"84","20140423","routine"
591,"83","20160615","routine"
591,"92","20140512","routine"
606,"86","20160518","routine"
606,"77","20141114","routine"
610,"94","20160819","routine"
610,"73","20140528","routine"
615,"92","20160718","routine"
615,"100","20150914","routine"
615,"96","20140708","routine"
615,"100","20140106","routine"
619,"88","20160525","routine"
619,"93","20150423","routine"
619,"89","20140811","routine"
619,"88","20140211","routine"
625,"90","20160921","routine"
625,"96","20150625","routine"
625,"96","20140207","routine"
627,"93","20150819","routine"
627,"100","20140617","routine"
628,"90","20161130","routine"
628,"82","20160418","routine"
628,"92","20140609","routine"
631,"98","20160930","routine"
631,"96","20140203","routine"
639,"94","20160913","routine"
639,"92","20160303","routine"
639,"92","20150806","routine"
639,"92","20150120","routine"
642,"94","20160617","routine"
642,"100","20150128","routine"
642,"100","20140306","routine"
645,"100","20150128","routine"
645,"98","20140210","routine"
659,"87","20161104","routine"
659,"88","20160429","routine"
659,"92","20141124","routine"
659,"98","20140314","routine"
665,"83","20161005","routine"
665,"86","20141104","routine"
665,"88","20140213","routine"
670,"86","20160914","routine"
670,"86","20150602","routine"
670,"84","20140826","routine"
670,"92","20140124","routine"
687,"83","20140618","routine"
691,"90","20160919","routine"
691,"92","20150610","routine"
691,"86","20140827","routine"
691,"91","20140109","routine"
695,"94","20160930","routine"
695,"94","20160404","routine"
695,"98","20140619","routine"
695,"96","20131231","routine"
703,"66","20160617","routine"
703,"57","20150224","routine"
709,"82","20151110","routine"
726,"72","20161109","routine"
726,"75","20160217","routine"
726,"90","20140113","routine"
741,"83","20160610","routine"
741,"83","20140818","routine"
741,"86","20140203","routine"
744,"90","20160624","routine"
744,"100","20150723","routine"
744,"90","20140423","routine"
758,"94","20160809","routine"
758,"100","20150122","routine"
758,"100","20140609","routine"
765,"84","20150603","routine"
765,"96","20140529","routine"
768,"87","20150601","routine"
768,"100","20140512","routine"
773,"96","20161205","routine"
773,"91","20150225","routine"
773,"94","20140527","routine"
774,"90","20161205","routine"
774,"92","20141104","routine"
782,"96","20151030","routine"
782,"93","20150219","routine"
786,"80","20160822","routine"
786,"94","20150803","routine"
786,"90","20140627","routine"
792,"90","20161017","routine"
792,"94","20160414","routine"
792,"90","20141124","routine"
792,"94","20140206","routine"
795,"96","20160607","routine"
795,"96","20150406","routine"
795,"96","20140318","routine"
796,"90","20161107","routine"
796,"79","20160523","routine"
796,"71","20140909","routine"
798,"83","20161209","routine"
798,"90","20160512","routine"
798,"90","20141121","routine"
798,"90","20140213","routine"
799,"92","20160608","routine"
799,"100","20150430","routine"
799,"98","20140319","routine"
809,"74","20141106","routine"
809,"86","20140311","routine"
811,"96","20150928","routine"
811,"67","20150713","routine"
811,"96","20140521","routine"
816,"87","20150819","routine"
816,"89","20141103","routine"
821,"85","20160606","routine"
821,"80","20141105","routine"
824,"80","20161103","routine"
824,"76","20160602","routine"
824,"92","20141007","routine"
824,"78","20140211","routine"
826,"83","20160523","routine"
826,"100","20150303","routine"
826,"96","20140605","routine"
827,"84","20160620","routine"
827,"98","20141204","routine"
830,"82","20160728","routine"
830,"84","20150730","routine"
830,"87","20140620","routine"
835,"81","20160613","routine"
835,"77","20160106","routine"
835,"86","20150120","routine"
840,"81","20151028","routine"
840,"85","20140604","routine"
843,"86","20161017","routine"
843,"74","20160525","routine"
843,"74","20140507","routine"
845,"94","20160729","routine"
845,"92","20150114","routine"
847,"87","20160517","routine"
847,"85","20140919","routine"
852,"74","20160830","routine"
852,"72","20150324","routine"
852,"66","20140410","routine"
854,"82","20160614","routine"
854,"80","20140903","routine"
854,"84","20140205","routine"
856,"94","20160707","routine"
856,"93","20151014","routine"
856,"96","20140729","routine"
856,"94","20140109","routine"
874,"94","20161012","routine"
874,"96","20160406","routine"
874,"82","20141226","routine"
874,"96","20140425","routine"
876,"83","20160518","routine"
876,"92","20140902","routine"
876,"94","20140218","routine"
880,"84","20161011","routine"
880,"61","20160426","routine"
880,"73","20140812","routine"
884,"83","20161005","routine"
884,"86","20160309","routine"
884,"77","20151210","routine"
884,"87","20141006","routine"
886,"94","20151120","routine"
886,"100","20141105","routine"
886,"100","20140225","routine"
891,"92","20161024","routine"
891,"76","20160503","routine"
891,"82","20150407","routine"
892,"77","20160519","routine"
892,"100","20141205","routine"
892,"86","20141121","routine"
892,"89","20140514","routine"
902,"96","20150825","routine"
902,"90","20141002","routine"
902,"96","20140313","routine"
903,"90","20160630","routine"
903,"86","20150225","routine"
903,"75","20140221","routine"
905,"98","20160921","routine"
905,"94","20150903","routine"
905,"93","20140825","routine"
905,"100","20140312","routine"
911,"92","20150916","routine"
911,"92","20140903","routine"
911,"89","20140227","routine"
917,"96","20160902","routine"
917,"96","20150814","routine"
917,"86","20140430","routine"
919,"92","20160330","routine"
919,"94","20150209","routine"
919,"92","20140311","routine"
920,"100","20160330","routine"
920,"100","20150209","routine"
920,"90","20140311","routine"
929,"98","20160622","routine"
929,"92","20140603","routine"
935,"100","20160919","routine"
935,"85","20150928","routine"
935,"89","20150217","routine"
935,"91","20140423","routine"
941,"92","20160804","routine"
941,"91","20150226","routine"
941,"100","20140422","routine"
943,"87","20161104","routine"
943,"85","20150720","routine"
943,"84","20140514","routine"
943,"88","20140131","routine"
949,"100","20160209","routine"
949,"96","20150708","routine"
949,"90","20141021","routine"
949,"96","20140612","routine"
949,"100","20140211","routine"
950,"85","20161214","routine"
950,"92","20160531","routine"
950,"92","20141201","routine"
950,"98","20140424","routine"
951,"88","20160426","routine"
951,"92","20150828","routine"
951,"100","20141119","routine"
951,"100","20140519","routine"
951,"96","20140129","routine"
952,"88","20161031","routine"
952,"89","20160427","routine"
952,"91","20140623","routine"
961,"94","20160912","routine"
961,"92","20151030","routine"
961,"90","20141118","routine"
961,"85","20140529","routine"
961,"92","20140106","routine"
966,"87","20160609","routine"
966,"84","20140508","routine"
972,"83","20161109","routine"
972,"83","20160510","routine"
972,"76","20140728","routine"
972,"81","20140212","routine"
984,"87","20160613","routine"
984,"91","20141103","routine"
984,"90","20140430","routine"
985,"79","20160614","routine"
985,"81","20140505","routine"
993,"94","20160708","routine"
993,"96","20150410","routine"
993,"100","20140313","routine"
994,"88","20160810","routine"
994,"100","20160219","routine"
994,"90","20141209","routine"
994,"98","20140520","routine"
999,"81","20160503","routine"
999,"92","20150519","routine"
999,"98","20140205","routine"
1000,"81","20160919","routine"
1000,"77","20150325","routine"
1000,"77","20140415","routine"
1002,"90","20160929","routine"
1002,"90","20160217","routine"
1002,"89","20150126","routine"
1002,"94","20140402","routine"
1003,"88","20160706","routine"
1003,"98","20150407","routine"
1003,"94","20140512","routine"
1005,"84","20160502","routine"
1005,"81","20141114","routine"
1005,"85","20140303","routine"
1008,"94","20160804","routine"
1008,"98","20151202","routine"
1008,"98","20140414","routine"
1018,"96","20160606","routine"
1018,"100","20140325","routine"
1021,"91","20160819","routine"
1021,"98","20151117","routine"
1021,"94","20140811","routine"
1021,"89","20140128","routine"
1026,"87","20160726","routine"
1026,"88","20150520","routine"
1026,"94","20140307","routine"
1031,"80","20160915","routine"
1031,"93","20140617","routine"
1031,"96","20140129","routine"
1036,"90","20160913","routine"
1036,"74","20140411","routine"
1042,"92","20160803","routine"
1042,"91","20150512","routine"
1042,"94","20140304","routine"
1043,"96","20150605","routine"
1043,"96","20140512","routine"
1043,"98","20131226","routine"
1047,"84","20160719","routine"
1047,"80","20150629","routine"
1047,"94","20140501","routine"
1048,"92","20151210","routine"
1048,"85","20150901","routine"
1048,"96","20140603","routine"
1060,"96","20140603","routine"
1060,"94","20140305","routine"
1065,"80","20150806","routine"
1065,"89","20140716","routine"
1075,"90","20160309","routine"
1075,"90","20160111","routine"
1075,"94","20140310","routine"
1081,"96","20160919","routine"
1081,"84","20160222","routine"
1081,"86","20150615","routine"
1081,"100","20140417","routine"
1085,"92","20161209","routine"
1085,"89","20141003","routine"
1085,"100","20140303","routine"
1090,"100","20160426","routine"
1090,"98","20150126","routine"
1102,"82","20160311","routine"
1102,"92","20150616","routine"
1102,"90","20140917","routine"
1102,"96","20140204","routine"
1103,"98","20161129","routine"
1103,"96","20151224","routine"
1103,"100","20150519","routine"
1103,"100","20140424","routine"
1111,"87","20160621","routine"
1111,"94","20150513","routine"
1116,"96","20160912","routine"
1116,"94","20150610","routine"
1116,"96","20140829","routine"
1116,"98","20140131","routine"
1122,"86","20161014","routine"
1122,"94","20160329","routine"
1122,"98","20150204","routine"
1122,"100","20140616","routine"
1124,"89","20160330","routine"
1124,"90","20140625","routine"
1124,"92","20131230","routine"
1125,"96","20160527","routine"
1125,"94","20141202","routine"
1125,"86","20140606","routine"
1127,"94","20160615","routine"
1127,"90","20140916","routine"
1127,"92","20140307","routine"
1135,"90","20150310","routine"
1139,"80","20160620","routine"
1139,"79","20150501","routine"
1144,"79","20160929","routine"
1144,"86","20160329","routine"
1144,"75","20151222","routine"
1144,"74","20141125","routine"
1144,"79","20140325","routine"
1146,"74","20160613","routine"
1146,"83","20150122","routine"
1146,"88","20140530","routine"
1147,"98","20161028","routine"
1147,"98","20160422","routine"
1147,"98","20150203","routine"
1147,"100","20140801","routine"
1147,"100","20140206","routine"
1151,"90","20160505","routine"
1151,"98","20150306","routine"
1151,"90","20140127","routine"
1154,"76","20160912","routine"
1154,"88","20160105","routine"
1154,"93","20140417","routine"
1156,"92","20160401","routine"
1156,"93","20150317","routine"
1156,"94","20140618","routine"
1157,"96","20161018","routine"
1157,"96","20150916","routine"
1157,"94","20140916","routine"
1157,"90","20140220","routine"
1159,"87","20150820","routine"
1159,"92","20140602","routine"
1186,"88","20140429","routine"
1188,"100","20140102","routine"
1191,"94","20151106","routine"
1191,"88","20140618","routine"
1193,"83","20160128","routine"
1193,"98","20150601","routine"
1193,"98","20140422","routine"
1194,"98","20150612","routine"
1194,"100","20140610","routine"
1199,"90","20160414","routine"
1199,"98","20150310","routine"
1203,"98","20161013","routine"
1203,"92","20150924","routine"
1203,"98","20141209","routine"
1203,"94","20140311","routine"
1204,"92","20160209","routine"
1204,"96","20150708","routine"
1204,"92","20141021","routine"
1204,"96","20140410","routine"
1207,"56","20150721","routine"
1216,"74","20150112","routine"
1216,"78","20140219","routine"
1219,"91","20161031","routine"
1219,"88","20141215","routine"
1219,"96","20140416","routine"
1231,"85","20161117","routine"
1231,"88","20160420","routine"
1231,"94","20140204","routine"
1232,"98","20160523","routine"
1232,"96","20150226","routine"
1232,"92","20140602","routine"
1241,"92","20161220","routine"
1241,"90","20160523","routine"
1241,"88","20140805","routine"
1241,"92","20140314","routine"
1243,"94","20160518","routine"
1243,"91","20150728","routine"
1243,"92","20140729","routine"
1243,"92","20140123","routine"
1244,"72","20160523","routine"
1244,"79","20140721","routine"
1249,"78","20160926","routine"
1249,"83","20160216","routine"
1249,"73","20150224","routine"
1249,"89","20140609","routine"
1249,"90","20140108","routine"
1259,"92","20150424","routine"
1259,"96","20140404","routine"
1261,"89","20151229","routine"
1261,"90","20151215","routine"
1261,"91","20150611","routine"
1261,"90","20150610","routine"
1261,"84","20140618","routine"
1262,"88","20150805","routine"
1262,"84","20140430","routine"
1263,"96","20150805","routine"
1263,"85","20140318","routine"
1265,"98","20160603","routine"
1265,"98","20140530","routine"
1269,"100","20160916","routine"
1269,"100","20140502","routine"
1274,"82","20150924","routine"
1274,"81","20150507","routine"
1274,"96","20140130","routine"
1280,"100","20140613","routine"
1282,"96","20151223","routine"
1282,"92","20150602","routine"
1282,"100","20140206","routine"
1289,"94","20161206","routine"
1289,"79","20150923","routine"
1289,"88","20150323","routine"
1289,"94","20140506","routine"
1294,"93","20160727","routine"
1294,"93","20150609","routine"
1294,"94","20140506","routine"
1296,"88","20160927","routine"
1296,"80","20160209","routine"
1296,"100","20140414","routine"
1300,"65","20160927","routine"
1300,"82","20150915","routine"
1300,"98","20140402","routine"
1304,"84","20140523","routine"
1318,"81","20160712","routine"
1318,"88","20160108","routine"
1318,"92","20141113","routine"
1318,"96","20140611","routine"
1322,"89","20160825","routine"
1322,"88","20140611","routine"
1323,"86","20150120","routine"
1332,"86","20160427","routine"
1332,"81","20140917","routine"
1332,"92","20140220","routine"
1337,"88","20161103","routine"
1337,"81","20160823","routine"
1337,"88","20160107","routine"
1337,"80","20140828","routine"
1337,"77","20140414","routine"
1339,"90","20161221","routine"
1339,"90","20160414","routine"
1339,"96","20150306","routine"
1339,"94","20140908","routine"
1339,"91","20140226","routine"
1341,"100","20160826","routine"
1341,"90","20150625","routine"
1341,"88","20140509","routine"
1344,"100","20160609","routine"
1344,"90","20141112","routine"
1344,"92","20140221","routine"
1345,"79","20160722","routine"
1345,"79","20150623","routine"
1345,"84","20141118","routine"
1345,"90","20140204","routine"
1347,"85","20151014","routine"
1347,"78","20150410","routine"
1347,"85","20140424","routine"
1350,"77","20160518","routine"
1350,"92","20140416","routine"
1351,"96","20160629","routine"
1351,"96","20150302","routine"
1351,"98","20140212","routine"
1352,"86","20161129","routine"
1352,"89","20151007","routine"
1352,"79","20150521","routine"
1352,"87","20140123","routine"
1354,"92","20160928","routine"
1354,"96","20150528","routine"
1354,"98","20140331","routine"
1358,"83","20150423","routine"
1358,"70","20140306","routine"
1359,"100","20161025","routine"
1359,"100","20150724","routine"
1359,"98","20140515","routine"
1362,"84","20160720","routine"
1362,"94","20151030","routine"
1362,"89","20141001","routine"
1362,"100","20140212","routine"
1366,"90","20160602","routine"
1366,"87","20150528","routine"
1366,"87","20140325","routine"
1368,"91","20160425","routine"
1368,"98","20150225","routine"
1368,"96","20140625","routine"
1381,"85","20161128","routine"
1381,"73","20160330","routine"
1381,"90","20150210","routine"
1381,"100","20140825","routine"
1381,"100","20140207","routine"
1389,"78","20161026","routine"
1389,"92","20140509","routine"
1396,"94","20160614","routine"
1398,"96","20160609","routine"
1398,"84","20140813","routine"
1398,"83","20140205","routine"
1399,"98","20161103","routine"
1399,"98","20160503","routine"
1399,"100","20150520","routine"
1399,"98","20140206","routine"
1409,"96","20161209","routine"
1409,"100","20141222","routine"
1409,"96","20140314","routine"
1413,"100","20160419","routine"
1413,"100","20150710","routine"
1413,"100","20141029","routine"
1413,"100","20140411","routine"
1426,"70","20161026","routine"
1426,"67","20160509","routine"
1426,"90","20141210","routine"
1426,"86","20140505","routine"
1427,"85","20160919","routine"
1427,"80","20141203","routine"
1427,"96","20140226","routine"
1434,"96","20161205","routine"
1434,"91","20160307","routine"
1434,"94","20150709","routine"
1434,"84","20140722","routine"
1438,"90","20161004","routine"
1438,"87","20160404","routine"
1438,"94","20140813","routine"
1438,"86","20140108","routine"
1442,"85","20160301","routine"
1442,"90","20140908","routine"
1444,"100","20161014","routine"
1444,"96","20160408","routine"
1444,"92","20141106","routine"
1444,"92","20140205","routine"
1452,"88","20141008","routine"
1452,"88","20140205","routine"
1454,"94","20160616","routine"
1454,"92","20140521","routine"
1458,"85","20151211","routine"
1458,"82","20150304","routine"
1458,"81","20140611","routine"
1458,"72","20131227","routine"
1465,"94","20160531","routine"
1465,"87","20150528","routine"
1465,"94","20150304","routine"
1465,"92","20141027","routine"
1465,"96","20140424","routine"
1466,"98","20160815","routine"
1466,"100","20150121","routine"
1466,"98","20140327","routine"
1469,"98","20161128","routine"
1469,"100","20160502","routine"
1469,"100","20150414","routine"
1469,"100","20140326","routine"
1482,"90","20160309","routine"
1482,"96","20140730","routine"
1486,"100","20140606","routine"
