entry_date;transaction_time;customer_id;age_code;residence_area;product_subclass;product_id;amount;asset;sales_price
2016-12-26;2001-01-14 00:00:00;01972245  ;F ;A ;100511;4719866980017;1;19;22
2016-12-26;2001-01-14 00:00:00;01774955  ;J ;A ;500210;4710114105046;2;254;312
2016-12-26;2001-01-14 00:00:00;01553048  ;E ;C ;110404;4710175567128;1;20;26
2016-12-26;2001-01-14 00:00:00;00101981  ;F ;E ;510101;20514839     ;2;160;188
2016-12-26;2001-01-14 00:00:00;01847994  ;D ;F ;110816;4711573333896;1;57;71
2016-12-26;2001-01-16 00:00:00;01438277  ;E ;C ;530406;4710094012686;1;117;132
2016-12-26;2001-01-14 00:00:00;02171685  ;E ;C ;100403;4710498232284;1;173;178
2016-12-26;2001-01-14 00:00:00;01234567  ;E ;D ;500501;2250078000039;1;160;169
2016-12-26;2001-01-14 00:00:00;00203838  ;F ;E ;100201;4712019100607;1;45;47
2016-12-26;2001-01-14 00:00:00;01419764  ;E ;F ;530408;4710094004711;2;296;358
2016-12-26;2001-01-14 00:00:00;00074377  ;G ;E ;100205;9556085558918;1;43;55
2016-12-26;2001-01-14 00:00:00;01852998  ;A ;C ;300206;4977084300400;1;30;39
2016-12-26;2001-01-14 00:00:00;01644500  ;D ;F ;100301;4710852003000;2;116;156
2016-12-26;2001-01-16 00:00:00;01936001  ;H ;E ;520403;20451172     ;1;99;139
2016-12-26;2001-01-15 00:00:00;01972184  ;D ;E ;500804;93362986     ;5;95;120
2016-12-26;2001-01-14 00:00:00;00187213  ;E ;E ;110410;4710088411440;1;40;48
2016-12-26;2001-01-14 00:00:00;01585735  ;F ;H ;520425;3960097006002;1;26;39
2016-12-26;2001-01-14 00:00:00;00131872  ;D ;E ;130201;4710105045450;4;60;80
2016-12-26;2001-01-14 00:00:00;02095950  ;A ;E ;110508;4710057870377;1;20;25
2016-12-26;2001-01-14 00:00:00;01713343  ;F ;E ;760230;20559755     ;1;102;150
2016-12-26;2001-01-16 00:00:00;01883527  ;D ;E ;100440;4710126170148;1;39;49
2016-12-26;2001-01-16 00:00:00;00304832  ;E ;F ;130402;4711606113044;2;110;158
2016-12-26;2001-01-14 00:00:00;02051925  ;C ;E ;130205;4710063413766;1;54;68
2016-12-26;2001-01-14 00:00:00;01917451  ;D ;A ;110506;4710320224289;2;116;152
2016-12-26;2001-01-14 00:00:00;02073637  ;D ;E ;110202;4712031000428;1;26;32
2016-12-26;2001-01-14 00:00:00;00196765  ;H ;E ;100507;4710058255050;1;27;33
2016-12-26;2001-01-14 00:00:00;00196222  ;H ;F ;530104;4710120001653;2;150;198
2016-12-26;2001-01-14 00:00:00;00296823  ;D ;G ;500301;4710466104254;1;99;128
2016-12-26;2001-01-16 00:00:00;00157919  ;C ;E ;130113;4710088434517;1;24;29
2016-12-26;2001-01-14 00:00:00;01330441  ;E ;G ;100305;4712763100113;1;33;45
2016-12-26;2001-01-14 00:00:00;01102420  ;E ;F ;110109;4710063156014;2;214;258
2016-12-26;2001-01-14 00:00:00;01536126  ;E ;A ;100109;4710015104841;1;69;79
2016-12-26;2001-01-14 00:00:00;02140711  ;C ;C ;530114;4710735510045;1;156;159
2016-12-26;2001-01-14 00:00:00;00232333  ;D ;E ;130401;4710151200780;1;65;60
2016-12-26;2001-01-14 00:00:00;01586046  ;D ;G ;500102;2250271000683;1;34;49
2016-12-26;2001-01-14 00:00:00;02171654  ;D ;B ;130306;4972045620092;1;26;35
2016-12-26;2001-01-14 00:00:00;00965675  ;G ;E ;760155;9789578230392;1;133;180
2016-12-26;2001-01-14 00:00:00;01517071  ;F ;F ;500306;4712624880024;1;33;45
2016-12-26;2001-01-14 00:00:00;00659321  ;E ;G ;100515;4710058282087;2;52;66
2016-12-26;2001-01-14 00:00:00;02130385  ;B ;F ;500303;4710367843009;1;21;25
2016-12-26;2001-01-14 00:00:00;00432825  ;H ;E ;320308;4710431318266;1;100;159
2016-12-26;2001-01-14 00:00:00;01752939  ;B ;E ;500303;4710367814832;1;50;56
2016-12-26;2001-01-14 00:00:00;01919509  ;B ;E ;500804;93457552     ;1;19;24
2016-12-26;2001-01-16 00:00:00;01633832  ;D ;C ;760183;4714910160230;1;55;75
2016-12-26;2001-01-14 00:00:00;02094724  ;E ;F ;110118;4710063032172;1;32;45
2016-12-26;2001-01-14 00:00:00;02136479  ;D ;G ;110411;4710110200035;1;22;28
2016-12-26;2001-01-14 00:00:00;02035895  ;H ;E ;130106;4710583996008;1;18;22
2016-12-26;2001-01-14 00:00:00;02054650  ;A ;E ;110411;4710085172696;1;20;22
2016-12-26;2001-01-14 00:00:00;02084213  ;F ;F ;530101;4902430493031;2;316;398
2016-12-26;2001-01-14 00:00:00;02050720  ;D ;F ;130206;4711080010112;1;34;40
2016-12-26;2001-01-14 00:00:00;01990836  ;G ;F ;120103;4710857000035;1;38;49
2016-12-26;2001-01-16 00:00:00;00304832  ;E ;F ;130205;4710105046013;2;92;110
2016-12-26;2001-01-14 00:00:00;01909470  ;E ;C ;110117;4711001917018;1;90;98
2016-12-26;2001-01-14 00:00:00;02112527  ;E ;E ;130102;4710088436337;1;32;42
2016-12-26;2001-01-14 00:00:00;02109909  ;C ;C ;120103;4710011401135;1;23;24
2016-12-26;2001-01-14 00:00:00;02091303  ;D ;D ;100307;4711300986999;1;40;49
2016-12-26;2001-01-14 00:00:00;01977561  ;E ;F ;500203;4710114606048;1;80;99
2016-12-26;2001-01-14 00:00:00;02087221  ;D ;E ;560117;4716622888051;1;227;203
2016-12-26;2001-01-14 00:00:00;01844054  ;A ;D ;110117;0078895423037;1;66;85
2016-12-26;2001-01-16 00:00:00;00128506  ;F ;F ;120103;4710321790509;1;72;76
2016-12-26;2001-01-14 00:00:00;02014456  ;B ;F ;100205;4710047512522;1;68;81
2016-12-26;2001-01-14 00:00:00;02035895  ;H ;E ;110121;4710134023214;1;44;52
2016-12-26;2001-01-14 00:00:00;01886573  ;C ;C ;560308;4719861020664;1;35;49
2016-12-26;2001-01-14 00:00:00;01800395  ;F ;C ;120110;4711926724029;1;60;76
2016-12-26;2001-01-14 00:00:00;01691856  ;D ;E ;110508;9300644131711;2;48;64
2016-12-26;2001-01-14 00:00:00;01661354  ;D ;E ;100205;4710098162134;1;35;45
2016-12-26;2001-01-16 00:00:00;00910248  ;F ;E ;500406;4716829880728;1;48;69
2016-12-26;2001-01-14 00:00:00;02164885  ;C ;E ;110109;4710043552102;2;384;322
2016-12-26;2001-01-14 00:00:00;02030234  ;F ;F ;100401;9415007601432;1;383;425
2016-12-26;2001-01-14 00:00:00;02070278  ;C ;G ;100505;4710128030020;1;17;22
2016-12-26;2001-01-14 00:00:00;02063164  ;D ;G ;560405;4710043231120;2;278;318
2016-12-26;2001-01-14 00:00:00;01750720  ;G ;E ;120103;4710030346110;2;32;24
2016-12-26;2001-01-14 00:00:00;01818307  ;D ;G ;560401;4710043355437;1;279;395
2016-12-26;2001-01-14 00:00:00;01835489  ;D ;F ;110403;4710515535015;1;31;40
2016-12-26;2001-01-16 00:00:00;01469264  ;C ;F ;100102;80050278     ;2;42;38
2016-12-26;2001-01-14 00:00:00;01721805  ;C ;F ;530406;4710094021497;1;49;59
2016-12-26;2001-01-14 00:00:00;01795936  ;F ;C ;530604;4710314082000;1;92;110
2016-12-26;2001-01-14 00:00:00;01953299  ;J ;E ;100205;8851019410135;1;25;32
2016-12-26;2001-01-14 00:00:00;01791129  ;F ;F ;110405;4710943109369;1;23;30
2016-12-26;2001-01-14 00:00:00;01622355  ;C ;C ;100436;5708733003026;2;524;596
2016-12-26;2001-01-14 00:00:00;01688429  ;E ;A ;110110;4710549000039;1;100;78
2016-12-26;2001-01-14 00:00:00;01531183  ;A ;E ;130316;4711437000117;2;120;146
2016-12-26;2001-01-16 00:00:00;00339568  ;C ;E ;110411;4710088412959;1;20;25
2016-12-26;2001-01-14 00:00:00;01641172  ;C ;D ;520424;4710017035426;1;12;17
2016-12-26;2001-01-14 00:00:00;01619515  ;F ;A ;100505;4710154012144;1;15;15
2016-12-26;2001-01-14 00:00:00;01711028  ;E ;C ;110508;4719474000237;1;83;108
2016-12-26;2001-01-14 00:00:00;01688436  ;D ;C ;100218;4710022275503;1;13;18
2016-12-26;2001-01-14 00:00:00;01589221  ;D ;F ;530505;4710363522014;1;51;59
2016-12-26;2001-01-14 00:00:00;01635966  ;G ;C ;110411;4710088414137;1;24;31
2016-12-26;2001-01-16 00:00:00;00393553  ;B ;G ;100102;0723125488026;1;50;65
2016-12-26;2001-01-16 00:00:00;00623391  ;D ;F ;110411;4710085120475;1;19;21
2016-12-26;2001-01-14 00:00:00;01723403  ;C ;G ;530404;20570156     ;1;158;169
2016-12-26;2001-01-14 00:00:00;01740790  ;D ;F ;520457;4716545320324;2;180;258
2016-12-26;2001-01-14 00:00:00;01619515  ;F ;A ;100312;0037000442127;1;33;47
2016-12-26;2001-01-14 00:00:00;01619515  ;F ;A ;100312;0037000440147;1;33;47
2016-12-26;2001-01-14 00:00:00;01581652  ;D ;G ;300307;4711039281105;1;27;45
2016-12-26;2001-01-14 00:00:00;01715514  ;C ;G ;560349;0071463033102;1;72;99
2016-12-26;2001-01-16 00:00:00;00724838  ;F ;E ;520230;4710017005511;1;16;25
2016-12-26;2001-01-14 00:00:00;01813845  ;D ;C ;530205;4710731012147;1;34;45
2016-12-26;2001-01-14 00:00:00;01586558  ;B ;E ;130206;4710105010618;1;49;59
2016-12-26;2001-01-14 00:00:00;01635966  ;G ;C ;780510;4712814168888;1;48;64
2016-12-26;2001-01-14 00:00:00;01583281  ;J ;G ;110512;4712603669091;6;4716;6000
2016-12-26;2001-01-14 00:00:00;01404012  ;K ;C ;760908;5503020000081;1;230;399
2016-12-26;2001-01-14 00:00:00;01038804  ;C ;F ;100212;4715189001736;1;53;69
2016-12-26;2001-01-14 00:00:00;01612011  ;C ;G ;760155;9789579967617;1;166;214
2016-12-26;2001-01-16 00:00:00;00301718  ;D ;F ;100201;4710283125043;1;20;27
2016-12-26;2001-01-14 00:00:00;01665550  ;D ;F ;130204;4710105010182;1;39;45
2016-12-26;2001-01-14 00:00:00;01536201  ;C ;C ;100302;0041143024607;1;31;45
2016-12-26;2001-01-14 00:00:00;01384505  ;E ;F ;530108;4710120001530;1;118;169
2016-12-26;2001-01-14 00:00:00;01529258  ;D ;E ;300424;4710076432037;1;112;108
2016-12-26;2001-01-14 00:00:00;01536201  ;C ;C ;100402;0050000108213;1;84;95
2016-12-26;2001-01-14 00:00:00;01221534  ;K ;H ;520464;2230124000190;1;125;189
2016-12-26;2001-01-16 00:00:00;00393553  ;B ;G ;100103;4710035315517;2;56;70
2016-12-26;2001-01-14 00:00:00;01612882  ;E ;E ;110133;4904621300036;4;272;319
2016-12-26;2001-01-14 00:00:00;01589221  ;D ;F ;130206;4710339033056;2;110;138
2016-12-26;2001-01-14 00:00:00;01462715  ;D ;G ;110201;4712031000176;1;32;42
2016-12-26;2001-01-14 00:00:00;00057486  ;E ;E ;110504;4710334040615;1;38;48
2016-12-26;2001-01-14 00:00:00;00426824  ;F ;E ;520472;4716349008213;1;32;46
2016-12-26;2001-01-14 00:00:00;00214148  ;B ;E ;530104;4716861202236;1;40;59
2016-12-26;2001-01-14 00:00:00;00864152  ;H ;G ;500302;4710364151800;2;46;72
2016-12-26;2001-01-14 00:00:00;01552591  ;G ;E ;530105;4710168702901;1;94;119
2016-12-26;2001-01-14 00:00:00;01524963  ;F ;G ;100305;4711202220467;1;61;75
2016-12-26;2001-01-14 00:00:00;01122305  ;E ;E ;110508;9300644131698;1;32;42
2016-12-26;2001-01-14 00:00:00;01036978  ;E ;F ;100301;4710603013425;1;88;95
2016-12-26;2001-01-14 00:00:00;01098143  ;D ;E ;100515;4710632001172;1;30;33
2016-12-26;2001-01-14 00:00:00;00578370  ;F ;F ;720509;4710470600162;1;116;109
2016-12-26;2001-01-14 00:00:00;00220736  ;D ;E ;470101;4715246771244;1;579;720
2016-12-26;2001-01-14 00:00:00;00201056  ;D ;E ;100307;4711300982052;1;38;49
2016-12-26;2001-01-14 00:00:00;01340167  ;F ;E ;520222;4713003215154;1;22;25
2016-12-26;2001-01-14 00:00:00;01196986  ;G ;C ;100318;4710126200678;1;43;52
2016-12-26;2001-01-14 00:00:00;00585392  ;D ;E ;100107;4710035350105;1;200;228
2016-12-26;2001-01-14 00:00:00;00027335  ;E ;E ;100323;4715874000150;1;34;40
2016-12-26;2001-01-14 00:00:00;00022729  ;F ;E ;530502;4710120560129;1;55;59
2016-12-26;2001-01-14 00:00:00;00994361  ;G ;E ;110114;0041736007284;1;279;375
2016-12-26;2001-01-14 00:00:00;01061437  ;D ;G ;530101;4903111121960;2;96;118
2016-12-26;2001-01-16 00:00:00;00057509  ;E ;E ;120103;4710011401142;2;46;58
2016-12-26;2001-01-14 00:00:00;01168709  ;F ;F ;530603;4710363512015;2;102;118
2016-12-26;2001-01-14 00:00:00;00884310  ;E ;E ;120103;4710030346103;2;32;24
2016-12-26;2001-01-14 00:00:00;01038804  ;C ;F ;100305;4710852001549;1;35;45
2016-12-26;2001-01-14 00:00:00;00998659  ;J ;E ;110407;4710943101318;1;38;43
2016-12-26;2001-01-14 00:00:00;00514156  ;E ;G ;530205;4710731010327;1;25;32
2016-12-26;2001-01-14 00:00:00;00850933  ;F ;C ;100205;9556121003112;1;53;65
2016-12-26;2001-01-14 00:00:00;01044737  ;C ;E ;500305;4716829881008;1;20;29
2016-12-26;2001-01-16 00:00:00;01546842  ;B ;E ;110207;4710311811511;1;17;22
2016-12-26;2001-01-14 00:00:00;00778138  ;C ;E ;520204;4711713310220;1;35;52
2016-12-26;2001-01-14 00:00:00;00367677  ;D ;F ;100312;0037000442127;1;33;47
2016-12-26;2001-01-14 00:00:00;00314084  ;E ;C ;500804;9310022862601;6;126;162
2016-12-26;2001-01-14 00:00:00;00539654  ;A ;E ;100102;0034000231508;1;45;52
2016-12-26;2001-01-14 00:00:00;00760225  ;C ;E ;110106;4711271000014;2;28;32
2016-12-26;2001-01-14 00:00:00;01175233  ;I ;F ;100505;4710594124605;1;65;88
2016-12-26;2001-01-14 00:00:00;01173154  ;F ;E ;750807;4718079928076;1;160;249
2016-12-26;2001-01-16 00:00:00;01394559  ;E ;F ;130317;20570989     ;1;60;81
2016-12-26;2001-01-14 00:00:00;01179491  ;G ;E ;510524;4714499795076;1;84;113
2016-12-26;2001-01-13 00:00:00;01435207  ;E ;H ;530114;4710186051074;1;188;269
2016-12-26;2001-01-13 00:00:00;00511834  ;G ;E ;130107;4711686006113;2;62;90
2016-12-26;2001-01-13 00:00:00;00342605  ;D ;F ;530406;4710303280172;1;103;129
2016-12-26;2001-01-13 00:00:00;01727418  ;B ;D ;300424;4901301036131;1;76;105
2016-12-26;2001-01-13 00:00:00;01538526  ;E ;G ;730704;4718480165282;1;2750;3690
2016-12-26;2001-01-16 00:00:00;01635225  ;F ;G ;120103;4710583510082;2;26;34
2016-12-26;2001-01-13 00:00:00;01791112  ;D ;G ;100508;4710421019081;1;149;170
2016-12-26;2001-01-13 00:00:00;01634518  ;C ;E ;120103;4710011401135;1;23;24
2016-12-26;2001-01-13 00:00:00;02085531  ;G ;B ;110814;4710762401224;1;64;80
2016-12-26;2001-01-13 00:00:00;00439725  ;H ;E ;100414;8888240000095;1;115;141
2016-12-26;2001-01-13 00:00:00;02028453  ;E ;E ;530114;4710363063500;1;134;175
2016-12-26;2001-01-13 00:00:00;00828574  ;E ;D ;100324;0723125488064;1;45;59
2016-12-26;2001-01-13 00:00:00;01655971  ;B ;F ;320308;4719174999732;1;110;123
2016-12-26;2001-01-14 00:00:00;01367560  ;D ;F ;530601;4710363535007;1;181;209
2016-12-26;2001-01-13 00:00:00;01657401  ;I ;F ;100208;4710247007712;1;61;67
2016-12-26;2001-01-13 00:00:00;01650075  ;C ;E ;110118;4710012131130;1;35;42
2016-12-26;2001-01-13 00:00:00;01050172  ;H ;G ;470105;4909978199135;1;928;1170
2016-12-26;2001-01-13 00:00:00;00403559  ;G ;B ;500804;9310022862700;2;42;54
2016-12-26;2001-01-13 00:00:00;00445924  ;E ;C ;100209;9556023331146;1;25;30
2016-12-26;2001-01-13 00:00:00;00171113  ;G ;F ;120115;4710176040316;1;200;189
2016-12-26;2001-01-13 00:00:00;01693751  ;E ;E ;300611;4710032502224;1;307;389
2016-12-26;2001-01-13 00:00:00;01718973  ;E ;E ;130206;20332433     ;1;85;99
2016-12-26;2001-01-13 00:00:00;00528436  ;A ;F ;100102;49755589     ;4;100;132
2016-12-26;2001-01-13 00:00:00;01847994  ;D ;F ;510510;4714499861610;4;180;251
2016-12-26;2001-01-13 00:00:00;01604467  ;C ;A ;560327;0015000761561;1;25;35
2016-12-26;2001-01-13 00:00:00;00107587  ;E ;E ;530101;4710054132201;3;228;288
2016-12-26;2001-01-13 00:00:00;01632286  ;D ;E ;510315;4715660427543;1;105;156
2016-12-26;2001-01-13 00:00:00;00582292  ;E ;D ;760552;4713045023823;1;100;139
2016-12-26;2001-01-16 00:00:00;00340670  ;B ;E ;530101;4710036220018;2;142;174
2016-12-26;2001-01-13 00:00:00;00574655  ;G ;E ;120103;4710011406123;1;23;24
2016-12-26;2001-01-13 00:00:00;01659252  ;E ;G ;110513;4710022213406;1;55;69
2016-12-26;2001-01-13 00:00:00;01859805  ;E ;G ;501002;20544232     ;1;100;139
2016-12-26;2001-01-13 00:00:00;01205954  ;D ;F ;530103;4710036029055;1;98;129
2016-12-26;2001-01-13 00:00:00;01632286  ;D ;E ;520221;4711713040059;1;40;59
2016-12-26;2001-01-13 00:00:00;01110500  ;D ;C ;130308;4710670200506;2;18;24
2016-12-26;2001-01-13 00:00:00;01892895  ;E ;F ;100516;4901411157719;2;404;378
2016-12-26;2001-01-13 00:00:00;00321860  ;E ;F ;110402;4710088414311;2;106;122
2016-12-26;2001-01-14 00:00:00;01362183  ;E ;F ;760135;4717605313041;1;28;39
2016-12-26;2001-01-13 00:00:00;02153032  ;D ;G ;530207;4711101040081;1;44;59
2016-12-26;2001-01-13 00:00:00;02074498  ;G ;F ;130106;4710583996008;1;18;22
2016-12-26;2001-01-13 00:00:00;02100739  ;B ;G ;130307;8801024110209;1;142;195
2016-12-26;2001-01-13 00:00:00;01833256  ;C ;E ;500208;4713071816062;2;80;98
2016-12-26;2001-01-13 00:00:00;01779288  ;E ;F ;530302;4710363502009;2;62;66
2016-12-26;2001-01-13 00:00:00;01870855  ;D ;F ;110207;4711408000252;1;23;31
2016-12-26;2001-01-13 00:00:00;02133249  ;D ;C ;100112;4710035350006;1;168;215
2016-12-26;2001-01-13 00:00:00;02152950  ;C ;F ;560204;4710032501791;6;408;372
2016-12-26;2001-01-13 00:00:00;02087498  ;C ;G ;110109;4710043552102;1;192;260
2016-12-26;2001-01-13 00:00:00;01900897  ;C ;F ;120103;4710011409056;2;46;48
2016-12-26;2001-01-13 00:00:00;02152622  ;A ;E ;530101;4710049001963;1;54;69
2016-12-26;2001-01-13 00:00:00;01873054  ;C ;C ;110402;4710088414311;1;53;61
2016-12-26;2001-01-13 00:00:00;02106502  ;C ;E ;130206;20557003     ;1;84;88
2016-12-26;2001-01-16 00:00:00;02015835  ;C ;F ;100307;4710159010107;1;63;79
2016-12-26;2001-01-13 00:00:00;02121321  ;C ;G ;520425;3600620151587;1;24;35
2016-12-26;2001-01-13 00:00:00;02083919  ;C ;D ;110109;4710043552102;1;192;171
2016-12-26;2001-01-13 00:00:00;00515030  ;F ;C ;100108;87108019     ;1;36;48
2016-12-26;2001-01-13 00:00:00;02118659  ;G ;B ;110502;4710012721515;1;37;48
2016-12-26;2001-01-13 00:00:00;01833256  ;C ;E ;560401;0015000012120;1;248;295
2016-12-26;2001-01-13 00:00:00;01722277  ;F ;E ;300115;4719857525005;1;19;28
2016-12-26;2001-01-13 00:00:00;01718164  ;B ;F ;520437;2230131000695;1;191;256
2016-12-26;2001-01-16 00:00:00;01718065  ;B ;F ;500201;4710908131534;2;266;254
2016-12-26;2001-01-13 00:00:00;02008929  ;H ;E ;540216;4717568240262;2;116;164
2016-12-26;2001-01-13 00:00:00;01977004  ;C ;F ;130402;4711606022063;1;38;49
2016-12-26;2001-01-13 00:00:00;01704419  ;E ;F ;300424;4710076432020;2;180;156
2016-12-26;2001-01-13 00:00:00;01719888  ;C ;F ;530302;4710084225676;1;108;129
2016-12-26;2001-01-13 00:00:00;01878547  ;F ;C ;500303;4710367208648;1;36;59
2016-12-26;2001-01-13 00:00:00;01740776  ;B ;F ;530120;4710094019142;1;86;104
2016-12-26;2001-01-13 00:00:00;01442373  ;F ;G ;760114;4713888603428;1;41;64
2016-12-26;2001-01-16 00:00:00;01844481  ;C ;F ;100324;0723125485032;1;42;49
2016-12-26;2001-01-13 00:00:00;02097251  ;G ;E ;130317;20570866     ;1;110;160
2016-12-26;2001-01-13 00:00:00;02091037  ;D ;C ;500705;4715747102202;1;245;219
2016-12-26;2001-01-13 00:00:00;01740776  ;B ;F ;120103;4710857000028;2;76;94
2016-12-26;2001-01-13 00:00:00;01838398  ;E ;G ;500101;4718433613198;1;17;26
2016-12-26;2001-01-13 00:00:00;01980110  ;D ;B ;530301;4713089002105;2;134;126
2016-12-26;2001-01-13 00:00:00;01200850  ;G ;E ;560336;4710091111702;1;85;115
2016-12-26;2001-01-16 00:00:00;01887082  ;E ;E ;500212;4710114221203;1;106;125
2016-12-26;2001-01-13 00:00:00;01763133  ;E ;C ;530101;4902430493031;1;158;199
2016-12-26;2001-01-13 00:00:00;01642100  ;C ;E ;470610;4973167921913;1;209;248
2016-12-26;2001-01-13 00:00:00;01442533  ;D ;F ;530105;4891975000623;1;92;119
2016-12-26;2001-01-13 00:00:00;01643350  ;D ;G ;100103;4901088061111;1;36;47
2016-12-26;2001-01-13 00:00:00;01516586  ;E ;E ;120103;4710572001201;1;21;26
2016-12-26;2001-01-13 00:00:00;01602111  ;D ;F ;510539;20559366     ;1;32;42
2016-12-26;2001-01-13 00:00:00;01442533  ;D ;F ;130201;4710105010137;1;37;45
2016-12-26;2001-01-13 00:00:00;01723991  ;D ;D ;760657;0733879211474;1;99;137
2016-12-26;2001-01-13 00:00:00;01704419  ;E ;F ;120103;4719090702034;1;137;220
2016-12-26;2001-01-13 00:00:00;01478549  ;F ;F ;130206;4710339030024;1;31;39
2016-12-26;2001-01-13 00:00:00;01593112  ;H ;E ;730312;20419974     ;1;600;589
2016-12-26;2001-01-13 00:00:00;01664140  ;C ;F ;100205;0089782016577;1;18;25
2016-12-26;2001-01-13 00:00:00;01528619  ;E ;D ;100319;4711311315207;1;100;119
2016-12-26;2001-01-13 00:00:00;01617771  ;F ;F ;100406;9556465600039;5;570;725
2016-12-26;2001-01-13 00:00:00;01702262  ;D ;F ;520457;4716545059026;1;85;120
2016-12-26;2001-01-16 00:00:00;01980295  ;F ;E ;100102;7622200002672;1;66;75
2016-12-26;2001-01-13 00:00:00;01436365  ;C ;F ;560201;4711553171531;1;176;285
2016-12-26;2001-01-13 00:00:00;00899543  ;F ;E ;110404;0079763251134;3;207;258
2016-12-26;2001-01-13 00:00:00;00432474  ;B ;H ;740802;4711770215049;1;140;199
